id	text	label
41861	No quiere hablar de los radicales (hay excepciones, como Ricardo Gil Lavedra, al que todavía visita, o su amigo Ramón Mestre, ya fallecido).	0
40895	Es casi imposible implementar los principios de disuasión de la Guerra Fría cuando existe una multiplicidad de estados, algunos de los cuales albergan terroristas en condiciones de causar estragos.	0
41447	"A las sugestivas declaraciones del intendente de Tigre en uso de licencia se sumaron dos episodios en la misma línea: la significativa ausencia de Moreno, anteayer, en la asunción de Massa y la sorpresiva cancelación de una conferencia que el secretario de Comercio tenía previsto brindar ayer, a las 19, en la Jefatura de Gabinete, sobre ""El papel del Estado en la economía""."	0
40428	Fuentes de la presidencia reconocieron ayer su temor a que la divulgación de nuevas conversaciones del arrepentido Machado podrían causar más estragos a la ya mala imagen de Temer, quien ayer dejó su residencia en San Pablo rumbo al interior del estado.	0
40122	La camioneta tenía pintado el logo de Home Depot, una popular cadena estadounidense de artículos para la construcción y el hogar, y los primeros informes indican que había sido alquilada en New Jersey.	0
41048	"Según Evans, eso ""fue lo que se acordó"" el lunes en una reunión convocada por el diputado Eduardo ""Wado"" de Pedro y el candidato a diputado nacional del Frente de Todos Sergio Massa, a la que asistió el gobernador de la provincia, Mariano Arcioni."	0
42365	Enamorar llevó a cabo dos acciones hasta ahora: un festival homónimo en Tecnópolis, al que fueron unas 150.000 personas y del que participaron el titular de la Sedronar y Ricardo Forster entre otros, y la muestra montada en la Casa Nacional del Bicentenario.	0
41043	La segunda parte del programa mostró en detalle lo que Lanata llamó “La korpo”, los empresarios kirchneristas que consiguieron crecer en los últimos años.	0
41349	Y fuentes del caso citadas por las agencias Télam y Dyn dijeron que el atacante no pidió dinero sino que fue directamente a balear al comerciante.	0
43114	Tensión y vigilia en las calles.	0
42348	Ese tironeo es también Yemen.	0
41608	La decisión de la Fiscalía de Estado de impulsar una investigación recrudeció la postura de los sindicatos que suman otra semana con medidas de fuerza y agravó el clima de tensión.	0
42684	Una protesta del Sindicato de Choferes de Camiones bloqueó la planta distribuidora hasta poco después del mediodía e impidió que los diarios llegaran en tiempo y forma a los quioscos.	1
40511	En ese encuentro en el que los vecinos pidieron que se apoyara el proyecto del concejal Chaina Parbst, Zamora se comprometió a que el municipio prepararía un proyecto superador que incluiría el respeto de los humedales continentales.	0
43320	La controversia sobre la acción preventiva es un síntoma del impacto de esta transformación.	0
41009	Por un lado, y sobre la base de cuadros comparativos, señaló que el recuento provisorio del 13 de agosto fue más rápido que los de 2013 y 2015.	0
43195	técnico.	0
43284	Sin embargo, por sobre todas las cosas, los europeos están realmente horrorizados por la dureza e intolerancia de las acciones de Sharon y por la clara evidencia de su implacable odio contra los palestinos.	0
40982	LA POSICIÓN DE CLARÍNEl AFSCA nunca se constituyó como marca la ley porque el Gobierno, desde fines de 2011, no permite que la integren las restantes fuerzas polìticas.	0
40910	Traducción: Jorge Anaya.	0
40278	Sonia apuntó también que “las Abuelas somos políticas, pero apartidarias.	0
40921	La campaña de Morsi presentó 150 denuncias contra su adversario, y la de Shafiq, 221.	0
41849	Sánchez recordó: “Ese día golpearon a la puerta de mi casa.	0
42746	Su colega Moreno Navarro repasó dos puntos débiles del corte, el primero, que “generan una reacción contraria a la buscada, porque el Uruguay se abroquela, se cierra sobre sí mismo”.	0
42962	La comunidad realizó la denuncia, pero la Fiscalía (a cargo de Sandra González Taboada) no avanzó en la investigación.	0
43322	"Los empleados de las empresas Telecom y Telefónica iniciaron ayer un ""duro y prolongado"" plan de acción que se extenderá hasta el próximo jueves, que incluye paralización parcial y total de actividades, además de asambleas permanentes en reclamo de aumentos salariales, lo que podría afectar seriamente el servicio durante los próximos días."	1
43031	Este es el lugar desde donde se manejan las cámaras de video callejeras que hace una semana registraron una brutal pelea entre dos jóvenes a la salida de un After Hour.	0
43261	¿Qué decir de las inscripciones de este debate en Latinoamérica?	0
40647	Pero el presidente teme que en un eventual balotaje la oposición -que se presentó en ocho listas a estas elecciones- pueda unirse y desalojarlo del poder.	0
40757	¿Sabés qué dijo?	0
41311	Hay poca gente de mi edad en esta protesta, son todos caretas”, dice y sonríe.	1
43137	"La imagen de llaves hechas en cartón, de diversos colores y tamaños en alto mientras los docentes gritaban ""queremos cobrar"", fue la antesala de un lunes intenso."	1
42924	PESE AL ANUNCIO DE UN CRONOGRAMA DE PAGOS Suspenden las negociaciones Las negociaciones políticas que mantenían los diputados de la oposición y el gobierno correntino se suspendieron ayer abruptamente y la salida a la crisis que vive la provincia, desde que su gobernador Pedro Braillard Poccard suspendió el pago de sueldos a los estatales, parece lejos de solucionarse.	0
43397	"""La principal consecuencia de este cambio para los países desarrollados es la caída en la relación entre trabajadores y personas mayores, que pasará de 3.1 trabajadores por persona mayor a sólo 1.5 en los próximos 30 años."	0
40897	El presidente Donald Trump siguió de cerca la información.	0
41692	Entrada: $80; est., doc.y jub, $ 50.	0
42799	La presión policial impidió después esos encuentros; las madres pasaron a verse en iglesias.	0
41242	Pero bueno, vale la pena, porque aunque esté mal visto hablar de amor puede ser redituable.	0
41836	"Entre otros conceptos, defendió la pertenencia ""por linaje"" a los mapuches, repudió ""la democracia burguesa, la propiedad privada"" y aclaró que, bajo su perspectiva, ellos ""existen antes del Estado""."	0
41086	Por eso, una maciza propaganda golpea a Chacho Alvarez y Raúl Alfonsín, acusando al renunciante de causar la crisis política y al ex presidente de espantar inversores por boquiflojo, como si ésos fueran sus pecados verdaderos.	0
42930	"Según detalló el funcionario, se trata de José Pimentel, de 27 años y de origen dominicano, a quien calificó de ""simpatizante de Al Qaeda"", aunque desmintió que tenga vinculación con la red terrorista."	0
41637	El mandante, o sea el país con una población jaqueado por el aumento de tarifas, la recesión económica y el miedo a perder el empleo, quizás comprendió que interrumpir la revisión judicial del terrorismo de Estado no es solo un gesto hacia el pasado: entraña un riesgo para la vida cotidiana.	0
40971	"""Nosotros tuvimos la nuestra, arrastrando a las Fuerzas Armadas a una lucha para lo que no estaban preparadas."	0
41717	Dijo que al haber transcurrido más de seis horas del horario habitual de inicio de distribución, se aplicó un plan de emergencia para llegar tan pronto como se pudiera a los principales puntos de venta.	0
40102	–Lo que esgrimen como motivos del paro son demandas que no tienen sustento en la realidad.	0
43208	¿Creerá acaso que la irrupción teatral en una asamblea de accionistas puede ocultar la escalada del dólar que ayer pasó la barrera de los 9 pesos?	0
42137	“Es equivocado ver en los argumentos de Giardinelli la aplicación de máximas abstractas y en los de Bayer el uso de contextualismos empíricos.	0
42686	Nos usaron para demostrar el principio del riesgo moral.	0
40837	Besna debió ser internada nuevamente tras salir del hospital, ya que su estado es de extrema debilidad.	0
42645	Algunos vieron pasar a Maulucci a alta velocidad por el puente.	0
41796	Cada semana, uno o dos crímenes ocurridos allí durante robos conmueven a la sociedad, generan marchas e impulsan promesas oficiales de refuerzos policiales.	0
42840	Pero aquí, en su país, no hay nada de eso.	0
41964	Hay que buscar una estrategia para que el Presidente se ponga donde se tiene que poner”.	0
42952	El correr de los días dejó instalado, con escasa reacción nacional, aquel autogolpe de 1992.	0
40425	"""Kirchner hizo campaña en las elecciones 2001 criticando la política ferroviaria que llevó adelante Menem."	0
40932	El edificio de Poder Judicial –parte de la serie Bruma de Santiago Porter– pone un acento en el recorrido.	0
40551	Además se hizo eco de la noticia el diario El País, de Uruguay.	0
40311	Con todo, Pérez apostó a que el cambio central pase por una mejor capacitación de las autoridades de mesa, tarea que ya abordó el Gobierno con la Justicia.	0
42403	"Indica que ""no es la primera vez que los medios de la comunicación en la Argentina son sometidos a esta forma de violencia."	0
40001	La cifra de muertos tras una sangrienta incursión terrorista en una planta de gas natural en el Sahara se elevó hoy a cuando menos 81 debido al hallazgo de decenas de cadáveres más por parte de las fuerzas argelinas que buscan bombas en el lugar, dijeron las autoridades.	1
42369	Todo un desafío.	0
41317	Sobrevivimos, pero fue un caos.	0
43215	El ex titular de la Unión Ferroviaria está acusado de haber instigado el asesinato del militante del Partido Obrero durante una protesta de empleados tercerizados.	1
40574	"El vocero de los Hermanos, Mohammed Gozlan, pronosticó ""una peligrosa confrontación entre el pueblo y el ejército"" si no se reconoce la victoria de Morsi."	0
43115	Con el 95,5% del escrutinio, a Evo Morales le faltaba un puñado de votos para evitar la segunda vuelta.	0
41773	Salieron a buscar un bar, pero volvieron a la hora, con más hambre que antes.	0
42007	Entre las acciones, el gesto que cerró 2017 fue la convocatoria a que las celebridades vistieran de negro en la ceremonia de los premios Golden Globe.	1
40743	Ante la queja del abogado querellante Miguel Ceballos, quien lo escuchó “claramente”, el juez le ordenó silencio y les adelantó “a él y a todos los imputados” que a la próxima indisciplina los sancionará y echará de la sala.	0
41245	No somos de los que sueñan con poder ser gobernadores o presidentes y para eso buscan amigos con plata, asesores de imagen o consultores.	0
41008	Más de 48 horas después de que se cerraran los centros de votación, todavía no se habían anunciado los resultados finales.	0
40905	"El documento reclamó a la gobernadora que llame a todos los sectores a ""una verdadera unión de fuerzas para sacar a esta provincia adelante""."	0
42581	Y así pensaban seguir.	0
43366	El CTG es un número que se obtiene por Internet y que debe ser agregado en la carta de porte, el documento que respalda los granos transportados por cada camión.	0
42514	"Justamente por eso encabeza la terna."""	0
41414	"Si actúan de manera extremista, este extremismo llegará a un punto sin retorno (...) serán responsables por la sangre, la violencia y el caos y tendrán que afrontar sus consecuencias"", advirtió Jamenei."	0
40726	Porque hubo hasta quienes se preguntaron si un diplomático de sexo masculino, aún en circunstancias de mayor tensión bilateral o mundial con los Estados Unidos habría recibido este desaire.	0
42410	"Reivindico la lucha por los derechos humanos, que son también los de las mujeres"" Jimena Martín 38 años ""Me separé de un hombre violento."	0
43136	La zona del fue cortada al tránsito.	0
40510	Habló de bombardeos a oficinas de correos”, dijo Kelly.	0
43010	El desempleo tuvo un máximo histórico a fines del 2012 con un 25%, el equivalente a seis millones de desocupados.	0
40110	Ojalá no hubiera hecho falta, pero es maravilloso lo que está pasando”.	0
42691	“El peronismo está fortalecido porque hay un proyecto político, hay una conductora y hay un país que ha sufrido grandes transformaciones”, confió Urribarri a Página/12, en un breve diálogo a solas apenas después de bajar de la lancha.	0
41707	Oviedo —quien se encuentra prófugo— es culpado por el gobierno paraguayo de Luis González Macchi de haber liderado el sofocado golpe del 19 de mayo.	0
42151	Los barrios privados siguen siendo motivo de conflicto en Tigre.	0
42000	"Una vez más, ayer la policía invadió el centro de la ciudad e inundó Lima con gases lacrimógenos mientras el comando conjunto de las tres fuerzas armadas emitía comunicados en los que instaba a la población a ""mantener la normalidad"" de una elección históricamente anormal."	0
43308	AJosé Ruzack (54) no le importó que ayer fuera el día del padre.	0
40866	Nadie pudo ir buscarlas al colegio en su lugar.	0
40579	“Defendemos nuestro entorno, pero no por una cuestión estética, tiene que ver nuestra supervivencia, porque nuestras casas están adaptadas al humedal en el que vivimos, y si construyen barrios privados con una cota de dos metros por arriba de nuestros terrenos, no hace falta ser un ingeniero hidráulico para darse cuenta de que nos están hundiendo y nos van a inundar”, sintetizaba Marcelo Alvarez.	0
41187	"""El castigo es ideal para su crimen"", dijo sonriente Jim Denny, cuyos dos bebés murieron en el acto terrorista."	1
41047	Otros cambios incluyen limitar el estatus de votantes de sus miembros a un periodo de 10 años, que podrá extenderse sólo si el individuo se mantiene activo en el cine durante esa década.	0
43303	El finalEl destino de Héctor estaba sellado.	0
43161	Sólo vence una medida cautelar.	0
40119	No ha de escapar a usted que tales medidas de fuerza han deparado consecuencias definitivamente negativas para los argentinos.	1
41243	El parisino Le Figaro plantea 5 medidas legales para retirar la norma.	0
43244	La incógnita es hasta qué punto se ha estirado esa cuerda.	0
40573	Y Joaquín, uno de los agredidos en la pizzería, describe: “Estamos conmocionadas, emocionadas, muy completas.	0
42383	En cuanto al pago de salarios, el representante de Atech subrayó que no hubo novedades y que “el gobierno no ha dado ningún tipo de señal, ni soluciones, ni ha planteado ninguna cuestión respecto de si están o no gestionando alguna solución con el gobierno nacional”.	0
40256	El objetivo explícito del macrismo es “el ordenamiento del tránsito, teniendo por objeto optimizar el uso de un bien público escaso”, que es la calle.	0
42828	Como ahora lo hace la presidenta Cristina.	0
41809	Pero de allí a hablar de ¡apuntar al objetivo equivocado...!	0
41157	Cuba está al otro lado del mar, bajo la dictadura de Fulgencio Batista.	0
40435	Si alguien pregunta qué es la memoria encontrará una respuesta posible en estas multitudes que se citan todos los años el 24 de marzo: la memoria es presente, es identidad y es política.	0
42406	Y el ministro de Defensa, Oleksandr Kuzmuk añadió que todos los misiles tienen un mecanismo de autodestrucción en el caso de que se desvíen de su curso.	0
41376	Las fuentes, así como testigos, dijeron que los tres hombres armados trataban cometer un atentado contra el asentamiento judío de Gush Katif.	1
40053	Varias personas recordaban que el policía ya había protagonizado otros hechos de abuso de autoridad y que esas veces apenas si se lo había sumariado .	0
42510	Dijo que la ciudad era un “símbolo de democracia y libertad” y que por eso era blanco de ataques.	0
41901	Sus días, como dicen, han terminado.	0
43323	Apuestan a que la atención que los peruanos pongan en el partido del próximo domingo diluirá finalmente las protestas sociales contra la ilegitimidad de la segunda vuelta electoral.	1
43429	El caso se hizo público en noviembre cuando Página/12 dio a conocer la denuncia realizada por el delegado de Kraft, Javier Hermosilla, Nora Cortiñas de Madres de Plaza de Mayo Línea Fundadora, Victoria Moyano y Miryam Bregman del Ceprodh y María del Carmen Verdú, de la Correpi.	0
40439	“Ha habido muchas presiones externas sobre América latina para que abandone este camino, pero nosotros reconocemos como grandes seres humanos”, añadió el presidente de Irán.	0
42016	Domínguez estará al frente del equipo de Agricultura, que se completará con técnicos de distintas áreas de la cartera.	0
42235	La familia de Avalos acusó a Taboada por irregularidades y sospechas de haber favorecido a policías y militares retirados (acusado como responsables de la desaparición).	0
42648	La huelga que anteayer paralizó a Francia afectó la organización del festival, o al menos el arribo de figuras y periodistas.	1
42333	Y hasta jugando al ajedrez con piezas que había modelado con migas de pan”.	0
42106	Una muestra en la Casa del Bicentenario (Riobamba 985) es una de sus primeras medidas.	0
40557	Por ser el país más poderoso del mundo, Estados Unidos tiene una capacidad unilateral especial para implementar sus convicciones.	0
41547	Fue herido y arrestado por la policía en medio del caos y la desesperación de la gente que huía del lugar.	0
41369	La memoria se expresa también como experiencia de lucha.	0
40903	Como aquella en la que mientras el personaje jura como jefe de la Casa Blanca, mira a cámara burlándose del público, o de los electores, diciendo “ni un solo voto se ha emitido en mi nombre”.	0
40685	Luego de estudiar un año en Bélgica, recibió el hábito y tomó el nombre de Benito de Jesús.A los 19 años se le comunicó el primer destino religioso: una escuela de Astorga, donde sobresalió como educador y como líder de grupos juveniles.	0
41678	“Celebramos que se quiera debatir un tema tan importante como éste, que se generen espacios de intercambio de ideas y propuestas e instamos a los rectores de los colegios que profundicen el debate con toda la comunidad educativa”, señaló el rector de la UBA, Alberto Barbieri, quien también propuso la creación de una comisión en el ámbito del Consejo Superior específica sobre los tres colegios en cuestión, de la que participen sus rectores además de los miembros del órgano.	0
42812	Hay 20 heridos.	0
40100	Paralelamente, se realizó una inspección ocular y un trabajo de planimetría en la casa de Galarza para establecer si, como declaró la imputada, es posible que si se produjo una discusión antes del crimen, ésta no haya sido escuchada por sus padres, que dormían a pocos metros.	0
42896	"""Debe irse a EE.UU."	0
42875	Tuvo que ir en persona y por eso ayer estaban las mellizas en la marcha con ella.	1
42856	Martínez optó por moverse en aguas familiares.	0
41295	Todo aquel que haya cruzado el Atlántico en los últimos meses debe haber notado la creciente y perturbadora brecha entre la actitud de la elite intelectual y política de Estados Unidos y la de Europa respecto del conflicto palestino-israelí.	0
40423	Miles de años llevamos acá, como el pueblo tehuelche.	0
40919	Pero repetir ese recuerdo puede generar la consecuencia patética de una patrulla perdida en el tiempo.	0
40824	"Con el trasfondo de fuertes protestas en las calles de Bogotá, se comprometió a ""trabajar muchísimo"" para lograr la aprobación en el Congreso norteamericano de un tratado de libre comercio con Colombia y la segunda parte del plan de ayuda contra el narcotráfico y la insurgencia."	1
40409	Nada ganarían reponiendo al gobierno anterior.	0
40106	Por ello comenzó una campaña a través de las redes sociales para evitar que esto ocurra y el PRO dio marcha atrás con la terminal y también dio de baja la instalación de los talleres y, lo que muchos creen que era el plan del legislador Cristian Ritondo, expropiar el 100% de La Quemita.	0
42103	Sus herramientas han sido y son la ley y la Justicia.	0
42457	PRINCIPAL	0
40026	¿Nada para admitir?	0
40398	Finalmente los dos hombres se enfrentaron.	0
42772	La más extensa en el tiempo es la bicicleteada que están haciendo docentes desde el Hoyo hasta Rawson, que son 755 kilómetros”.	1
40202	La Corte Suprema ya quiso desconectarse del sistema humanitario en su fallo sobre el Caso Fontevecchia el 15 de febrero último.	0
41395	Las fotografías de Vigo se ubican en este grupo: sus Señalamientos de los años 70 son llamados de atención sobre objetos, imágenes o situaciones que, sin tener intencionalidad estética, la posibilitan.	0
43378	No soy ni argentino ni chileno, una cosa es la nación y otra el Estado.	0
42516	Marchan entre columnas del Smata, la UOM, Camioneros, ATE, Calzado, la Corriente Federal de Trabajadores, Suteba y Sadop y otros.	1
41859	"""Señor, recibe nuestras ofrendas, son el símbolo de la lucha de nuestro pueblo que te pide fuerzas para sostener su dignidad"", dijo el sacerdote y la plaza del ""aguante"", como en un grito, hizo llegar sus aplausos al cielo."	0
41543	Sin embargo, tengo que decir que Néstor Kirchner nos llamó a sólo un mes de asumir.	0
41161	Es un eslogan.	0
40581	Sólo cuatro barrios quedarán exceptuados del estacionamiento medido: Villa Soldati, Versalles, Villa Pueyrredón y Coghlan.	0
40109	"La Guardia Imperial"" ."	0
40994	No es algo para los que andan de set en set de televisión”.	0
41146	Un juicio sin precedentes comenzará el próximo lunes en Neuquén y podría llevar a quince años de cárcel a una mujer mapuche por haber resistido un desalojo (solicitado por una petrolera estadounidense).	1
43101	No afirmó que Estados Unidos tuviera el derecho general de imponer un cambio de régimen a otras sociedades.	0
42384	La mayoría de sus integrantes es hondureña, salvadoreña y guatemalteca, aunque también hay nicaragüenses.	0
40799	Digámoslo, de discutir el futuro del pueblo.	0
42888	Cierto o no, ese caso fue, en octubre de 2000, el argumento que sirvió a su vicepresidente, Carlos “Chacho” Alvarez, para irse del gobierno.	0
43310	"""Estamos trabajando intensamente para determinar si estos dos incidentes están relacionados"", aseguró el jefe de la Policía del campus, Wendell Flinchum, a los periodistas."	0
41996	Aun cuando él también padecía las torturas y la inminencia de la propia muerte “en el pozo”, como le llamaban al sitio donde los represores llevaban a los prisioneros para fusilarlos y enterrarlos; Di Toffino no perdió nunca la entereza.	0
40852	Minutos que alteraron las fronteras de la sensibilidad en el rock nacional.	0
41800	Y que la tripulación nunca lanzó ninguna señal de alerta.	0
41291	Desde la filial local del Sindicato de Choferes de Camiones, afirmaron que la protesta no tiene que ver con Clarín .	1
40970	Y quién queda sin aceptar la ley?	0
42289	Desde Brasilia House of cards en vivo.	0
40631	"Mientras la torpeza infinita del gobierno provoca el empobrecimiento de los venezolanos y aumentan significativamente la inflación y el desempleo; mientras cientos de empresas tienen que cerrar ante la profunda depresión económica y decenas de miles de venezolanos intentan emigrar, la ""bicha"", muy oronda, consagra el ""derecho de toda persona a que pueda tener educación productiva, que le proporcione una existencia digna y decorosa"", incluidos los ancianos y ancianas, y a recibir por ello ""un salario suficiente que le permita vivir con dignidad y cubrir para sí y para su familia las necesidades básicas materiales, sociales e intelectuales"", lógicamente todos protegidos por ""una vivienda adecuada, segura, cómoda, higiénica""."	0
42823	En el último día de sesiones plenarias de la asamblea episcopal, la realidad se empeñó en mostrar la crueldad de la situación que había denunciado monseñor Karlic, el lunes pasado, en su homilía durante la misa inaugural de las deliberaciones.	0
42940	Los años de pesadilla han terminado.	0
40080	Concluyeron que el proyectil fue disparado desde una base terrestre en la región de Crimea, en Ucrania.	0
41409	Y Pablo, del MST, le da un marco más político a la situación: “Estamos en un momento en que el discurso que viene de arriba es muy violento.	0
42397	Aclararon que únicamente el Presidente decidirá, en última instancia, qué camino seguir.	0
41581	Al argumentar el porqué de la medida, los asambleístas dijeron que quieren que el Gobierno “tenga un rol más activo” en el diferendo, sin limitarse al juicio en la Corte Internacional de La Haya.	0
40062	"Destacó que es ""responsable de la construcción de 700 escuelas, junto al ministro de Educación Daniel Filmus"", de quien además elogió su gestión, a 11 días de la elección en la que es candidato a jefe de Gobierno porteño."	0
41485	El escrutinio provisorio se cerró a las 6 AM del lunes 14 de agosto, con 95,68% de las mesas cargadas y una ventaja de 0,08 para Cambiemos.	0
40918	[email protected]	0
41628	Dilma, Lula y un grupo de senadores analizaron el miércoles el prematuro deterioro de la nueva gestión, y la estrategia de cara al juicio político contra la presidenta que se sustanciará en el Senado, donde la semana próxima se definirá el cronograma.	0
41947	Necesita salvar el acuerdo que es prioridad en su agenda estratégica, mostrándolo como una victoria sobre los persas.	0
41584	De allí en más, comenzaron los gestos de distensión.	0
42830	Hubo finalmente una tercera postura, que apuntaba a empezar el corte el viernes sin fijar una fecha de terminación: una asamblea en el lugar del corte, el domingo, decidiría si levantar o seguir.	0
40846	No pasó mucho tiempo para que comenzaran a escucharse las acusaciones contra el PO, el MST y Quebracho.	0
41216	Clarín ha denunciado que mientras el AFSCA no esté integrado como lo marca la ley carece de la imparcialidad y la neutralidad necesarias para ejercer el poder de control sobre los medios.	0
42868	El mismo Shimon Peres se muestra crítico, lucha por que se adopten políticas moderadas dentro del gabinete de Sharon y hasta ahora perdió, pero aún así no se rinde.	0
41462	Hace pocos días EE.UU.	0
42737	Samir Abbas, quien ha estado entre miles de manifestantes anti Mursi reunidos en la plaza Tahrir en los días recientes, dijo: “La Hermandad Musulmana estaba en el poder hasta la última semana y no dudaron en usar la policía para atacar las manifestaciones en su contra.	1
42944	Lo que primero fue considerado un atentado luego pasó a ser un accidente militar y más tarde ninguna de las dos cosas.	0
41307	Por eso el ajedrez frágil y por momentos sutil que se ha venido disputando durante años en la región, pierde esa condición haciéndose de pronto visible de un modo tajante y ruidoso.	0
40642	Si se pudiera, a Domínguez le gustaría que del encuentro de hoy surgiera algún anuncio concreto.	0
43214	Es en este punto que la amenaza terrorista general se confunde con el desafío que plantean las armas de destrucción masiva de Irak.	0
43209	“Cuando alguien va huyendo en una moto, ¿qué arma puede sacar de espaldas?	0
43380	Nosotros esencialmente hemos sido socialistas comunitaristas desde el período preincaico.	0
40843	En la historia personal y policial de Vatalaro se están buscando pistas que podrían ser de importancia.	0
41744	El mismo había decidido terminar ya, pues renunció al recurso de apelación.	0
42636	"""A los tercerizados hay que trabajarlos políticamente"", le recomendó el ministro de Trabajo, Carlos Tomada, a Pedraza luego del crimen de Ferreyra y antes de que detuvieran al sindicalista que ahora está preso por haber instigado el ataque aquel 20 de octubre del 2010."	1
41338	El pago podrá hacerse con tarjeta de crédito o a través de mensaje de texto.	0
43145	Inmediatamente después del incidente, la administración de George Bush se comunicó con su contraparte en Moscú para determinar si había una conexión entre la explosión y los ataques terroristas del 11 de setiembre en Nueva York y Washington.	1
41271	Pido disculpas si a alguien molesté.Eso es todo lo que dirá.Ni más, ni menos.Suena poco, ¿no?	0
41766	“¿Por qué van a votar distinto ahora?	0
41071	Los trabajadores enrolados en la Federación de Obreros y Empleados Telefónicos (Foetra) activaron ayer al mediodía un plan de acción que afectó los servicios de información (110), de atención al cliente (112), de reparaciones domiciliarias (114) y de llamadas de larga distancia internacional.	1
41797	"Pero, ""nobleza obliga"", tenemos que admitir que todos los grupos reconocieron, desde su origen al AFSCA como autoridad de control de sector y de aplicación de la ley, salvo el Grupo Clarín""."	0
43379	El primero de los núcleos –ubicado en la sala 1 de Proa pero que se continúa, en cierta manera, en la sala 2– corresponde a las imágenes más antiguas en vínculo con otras contemporáneas –como “La reina del trigo” (1997), de Marcos López, o “Juana” (1998), de Alessandra Sanguinetti–.	0
42824	En abril de ese año una patota vinculada a la petrolera atacó a las familias mapuches.	1
40620	A una década de distancia, De la Rúa encuentra cierto alivio en las noticias que llegan de Europa.	0
40611	"Los otros tres vagones fueron quemados cuando los bomberos ya trabajaban en el locomotora: ""Hubo un grupo, tipo patota, que prendió fuego los asientos""."	1
41653	—O sea que no se opone del todo a la propiedad privada.	0
40447	¡Basta!”.	0
40059	De niño se trasladó con su familia a España y se estableció en Briviesca, Burgos, donde conoció a los Hermanos de las Escuelas Cristianas, conocidos como lasallanos.	0
43285	Además, reclamaron evitar la violencia, luego de una noche de furia.	0
42687	Ante tales circunstancias, las pasiones se inflaman y la racionalidad decae, y no sólo en los territorios en disputa sino también entre los sectores proisraelíes de Estados Unidos y los grupos propalestinos de Europa.	0
41114	"No es nada de lo que dicen, es un hombre que ha dedicado su vida""."	0
41491	Lugar: Proa, Av.	0
40041	Con los militares Ocho años atrás, los tanques salieron a la calle para reprimir protestas por la disolución del Congreso.	1
40288	Tenía una panadería en Cabildo al 100 y a pocas cuadras una sucursal, en Los Robles 66.	0
42660	Es por el proyecto oficial de expropiarle el predio al club de Parque Patricios.	0
41408	“La concentración de medios es muy exagerada”, definió el conductor, al tiempo que informó que el kirchnerismo cuenta de 30 radios FM -sólo hay dos opositoras-, dos canales de cable y la televisión abierta.	0
40019	Su contraparte es más ambigua en sus intenciones.	0
40126	La Gendarmería sí está facultada para individualizar personas que están cortando una ruta o autopista, siempre que se haga por orden de un juez.	0
