id	label	text
30460	0	"""Isso ocorreu no momento em que os feridos estavam chegando, alguns já cadáveres, outros morrendo."
32333	0	"Tenho me dedicado muito pra correr atrás dos anos perdidos."""
32216	0	Um vereador da base de Cid foi detido em Sobral, reduto político dos irmãos Gomes.
32860	0	Ontem, os prefeitos demonstraram impaciência com o atraso de uma hora e 15 minutos de Lula.
31524	0	Nesse intervalo de tempo, diz a polícia, outros ladrões se aproveitaram para roubar motoristas que estavam parados no congestionamento.
31879	1	A Human Rights Watch também se manifestou sobre as mortes afirmando que o governo brasileiro precisa tirar das mãos das facções criminosas o controle das prisões.
33201	0	A ministra Izabella Teixeira (Meio Ambiente) afirmou nesta quarta-feira (25) que o rio Doce passará por monitoramento diário diante da chegada do período de chuvas.
33015	0	Os candidatos podem obter outras informações pelo telefone (11) 227-0105 ou no site do Centro Paula Souza www.centropaulasouza.com.br.
31926	0	Executivos de fora da empresa chegaram a ser sondados para assumir o cargo.
32739	0	Sua experiência vale muito, resume sua assessoria.
32481	0	Em maio deste ano, o preço da passagem dos ônibus que circulam no Rio foi a R$ 2,95.
30942	0	"Não resisti e, segurando as lágrimas, respondi: ""Menino, aguardei 20 anos para que a sua geração chegasse, ainda bem que esperei""."
33086	0	Os rodoviários conseguiram ampliar o valor do tíquete-alimentação de R$ 12 para R$ 14, com diminuição da contrapartida de 20% para 5% sobre o valor mensal do benefício.
32185	0	O presidente da Casa, João Paulo Cunha (PT-SP), reforçou a segurança e solicitou apoio da Polícia Militar.
30230	0	Não é de hoje que os conservadores hesitam ao assistir à ascensão da esquerda no Brasil, representada pelos ex-presidentes petistas Lula e Dilma Rousseff.
32409	0	Os presos envolvidos nessa investigação começaram a ser ouvidos ontem.
33186	0	"""É altamente irresponsável e leviano por parte dos pais expor o filho a esse laboratório de experiências sociais."
32932	1	14/02/2002 - 15h36 Protesto de moradores de favela interdita pista da marginal Tietê Publicidade da Folha Online Moradores da Favela do Gato, na zona norte de São Paulo, interditaram hoje a pista local da marginal Tietê, no sentido Ayrton Senna, próximo à avenida do Estado.
30389	0	Ao ser questionado sobre a insatisfação de servidores da área de saúde, Barros atribuiu a reação à instalação do ponto eletrônico.
32027	0	Na comparação com o PIB (Produto Interno Bruto), o saldo estabeleceu um novo recorde da série histórica, iniciada em março de 2007, atingindo 55%.
32748	1	Em São Paulo, vimos duas pequenas amostras do que é possível com elas: a manifestação a favor do metrô no bairro de Higienópolis e, agora, a controversa mobilização da Marcha da Maconha.
32743	0	O que ele fez para merecê-la?
31512	0	"""Após esse episódio o segurança deu um chute em seu rosto"", disse Márcia."
31231	0	16/02/2004 - 20h30 Número de invasões de terra aumentou 115,5% em 2003 Publicidade TIAGO ORNAGHI da Agência Folha O número de invasões de terras aumentou em 115,5% no ano passado em relação a 2002, segundo os números consolidados pelo Incra (Instituto Nacional de Colonização e Reforma Agrária).
32822	0	De acordo com a coordenadora geral do Sindicato Estadual dos Profissionais de Educação (SEPE), Soneli Antunes, no próximo dia 4 de abril será feita uma passeata até Assembléia Legislativa do Estado do Rio de Janeiro (Alerj), cujas escadas deverão ser lavadas pelos manifestantes.
31079	0	Mas, passados 50 anos, apesar do capitalismo continuar sendo o sistema vigente inconteste, várias das reivindicações emancipatórias da geração de 1968 foram incorporadas como elementos normativos das instituições que cuidam da reprodução social.
32867	0	"O prefeito de Aracaju, apesar do reconhecimento de ganhos no ano passado, ainda pediu que Lula ""evite"" cortes no Orçamento e não ""ceda"" às pressões dos governadores em torno da Cide."
30754	0	Apenas o advogado pode ver Fernando.
30382	0	Barros disse que os hospitais federais no Rio são “caríssimos e produzem pouco”.
32171	0	Esse filtro pode indicar uma preferência pelo julgamento por mulheres, que podem, em tese, sentir maior compaixão pelo alegado arrependimento dos acusados.
31811	0	Todos devem fazer exame de corpo de delito.
32866	0	"Se a régua do senhor mede esses avanços, não conseguiu medir ainda todos os nossos anseios e expectativas"", disse Déda."
31624	0	Durante a fuga, um deles deixou cair a arma usada no crime --um revólver calibre 38-- na casa de um vizinho.
30016	0	No entanto, essa parte não é suficiente para abrigar as 140 famílias.
31013	1	25/07/2000 - 15h02 Passeata contra a corrupção chega à Prefeitura paulistana Publicidade LÍVIA MARRA da Folha Online Cerca de 1.000 pessoas estão reunidas neste momento em frente ao Palácio das Indústrias, sede da prefeitura de São Paulo.
30385	0	Também queremos a especialização desses hospitais.
33041	1	A ação recebeu o nome de Zumbi dos Palmares.
32276	0	Protegido por meia dúzia de meganhas, ele adotou um andar melífluo —não tão lento que parecesse provocação, nem tão rápido que evidenciasse a fuga.
32336	0	Ela estudava no colégio municipal Maria Tomázia Coelho e criou a página inspirada em um blog de uma estudante que fotografava merendas escolares.
33188	0	"""Se estavam tão preocupados com sua segurança, não teriam mandado ele embora para casa"", rebate a mãe, que foi buscá-lo antes do término das aulas."
32342	0	"Segundo a estudante, sua imagem ""foi usada sem autorização""."
31590	0	Segundo o Transurb (sindicato patronal), 90% das 39 empresas que operam em São Paulo efetuaram os pagamentos ontem.
32211	0	"""Não tenho um único registro contra minha conduta em 22 anos como oficial."
31952	0	"Eles têm que achar um mártir e estão posando de coitadinhos que lutam pela terra, mas a maioria é marginal, tem casa e carro, não tem nada de sem-terra, não"", afirmou."
30229	0	O que você vai ouvir é uma fotografia sonora, ao melhor estilo dos documentários narrativos, sobre o perfil e a adesão de parte do eleitorado brasileiro à figura e às propostas de Jair Bolsonaro, pré-candidato à Presidência da República pelo PSL.
31248	0	"Isso é reflexo das promessas de reforma agrária feitas pelo governo que não são factíveis de ser cumpridas"", disse Nabhan Garcia."
33200	1	No dia 16 de maio, alunos se reuniram em campi da USP vestindo a peça de roupa para apoiar a causa
32273	0	O que fez Moraes?
30083	0	Os episódios recorrentes de conflitos levaram na última semana o prefeito de Curitiba, o urbanista Rafael Greca (PMN), a fazer uma “suplica” à Justiça.
31595	0	Já os empresários passaram a semana alegando que não tinham dinheiro para realizar os pagamentos e chegaram a pedir a ajuda da prefeitura para negociar a obtenção de empréstimos bancários para os pagamentos da parcela do 13º salário, que venceu ontem.
30291	0	O diretor afirmou que ficou em reunião com os jogadores no início da madrugada de hoje e conseguiu convencê-los a treinar amanhã.
33183	0	"""Respondi que não via problema algum, porque acho algo normal."""
31688	0	OUTRO LADO O presidente da Câmara de Araraquara, Aluisio Braz (PMDB), o Boi, disse que, até o momento, os vereadores aguardam a reivindicação do grupo para discutir o assunto.
30449	0	"""Os marginais estavam muito bem armados, tinham fuzis, pistolas Uzi, armamento pesado mesmo."
32213	0	"Isso é, sim, perseguição política"", afirmou ele, que disse ter sido transferido quatro vezes de seção nos últimos meses."
31847	1	O crime ocorreu em 21 de novembro, em Rondon do Pará (sul do Estado).
30228	0	Carol é apresentadora do ‘Jornal Eldorado’, na Rádio Eldorado .
30059	1	Durante um encontro realizado ontem em Teodoro Sampaio, um desses militantes levava nas mãos um recorte de jornal com a declaração do ministro do Desenvolvimento Agrário, Miguel Rossetto, de que o governo pretende assentar todos os acampados que mostram disposição para o trabalho.Outro motivo para a rápida criação de novos assentamentos é a expectativa de que representantes do Instituto Nacional de Colonização e Reforma Agrária (Incra) estarão na região nos próximos dias para cadastrar todos os acampados.Os outros quatro acampamentos do MST criados nos últimos dois meses no Pontal estão localizados em Sandovalina, Pirapozinho, Presidente Epitácio e Marabá Paulista.
32281	0	Não deu outra, a PF prendeu Antonio Palocci na manhã seguinte.
31424	1	O trânsito chegou a ser desviado pelas avenidas Maria Cursi e Claudio Augusto Fernandes e, posteriormente pela avenida Sapopemba, mas segundo o órgão municipal o protesto começou a dispersar
31086	0	Enquanto a direita pode se apresentar como querendo por fim à ordem vigente, a esquerda parece querer sobretudo o seu aperfeiçoamento.
31963	0	"O novo Código Civil diz, no artigo 1.210, que ""os atos de defesa, ou de desforço, não podem ir além do indispensável à manutenção, ou restituição da posse""."
32690	0	Há na peça um questionamento sobre a fé.
32750	0	Mas, quando as maças de um pé amadurecem, alguma tem de cair primeiro.
30197	0	Soou estranho, até como provocação , que Lula tenha escolhido o Sul como palco de sua atual caravana bem no momento em que o TRF-4 decidiria seu recurso.
32169	0	Para homicídio simples, a pena é de seis a 20 anos de reclusão.
32708	0	"""Não vamos entrar na lógica da crise, do ajuste fiscal"", afirmou ela."
30835	1	Contudo, ao chegar ao prédio, por volta das 15h, Fonteles foi barrado por um grupo de servidores em frente à entrada principal.
31077	0	Os mais velhos se acostumaram a pensar que antissistêmica era a esquerda.
33225	0	"""Hoje temos áreas com mais de 30 metros de lama."
30565	0	"""Nós estamos colocando aproximadamente 2.000 homens, e liberando 2.000 homens da PM."""
31014	1	Os manifestantes participam da passeata contra a corrupção promovida pela CUT (Central Única dos Trabalhadores).
32151	1	O suspeito de ter atirado no sindicalista continua sendo procurado.
32680	0	")"", diz a carta."
30747	0	A deputada Luciana Genro esteve em Teresina a convite do comando de greve dos servidores públicos, que pagou as despesas da viagem.
31446	0	O governo do Paraná anunciou disposição em negociar com as mulheres de PMs.
30088	0	Desde a chegada de Lula e do grupo de apoiadores – organizados pelo PT e pelo MST -, instalou-se no local a vida de olhares desconfiados e relações conflituosas.
31075	0	Esse ativismo brada contra a universidade e as escolas, os artistas e os meios de comunicação, acusados de elitismo, globalismo, esquerdismo e de tentar destruir a família e a moral convencional.
30113	0	Não conseguimos dormir em paz e nossas casas próprias camas.
30015	0	Depois de negociações, os herdeiros da fazendeira venderam sua parte para o Incra.
31882	0	"""O Brasil deveria combater a superpopulação carcerária agilizando o processo judicial de toda pessoa presa."
33091	1	RETORNO DOS ÔNIBUS A expectativa das empresas é que, com o fim da greve, toda a frota de 2.500 ônibus volte a circular ainda esta tarde na capital baiana.
33082	1	Em assembleia, cerca de 2.000 trabalhadores aceitaram o reajuste salarial de 9% –o mesmo acordado antes do início da paralisação.
31553	0	Pela manhã, foi acionado o Paese (Plano de Apoio à Empresas em Situação de Emergência), com 27 veículos.
30432	1	Há cerca de três meses a Vale endureceu sua posição e passou a questionar publicamente o volume de repasses de recursos para os índios do Pará, através da Funai, o que levou os indígenas a invadir as ferrovias da empresa na região.
32167	1	A defesa quer convencer o júri de que os acusados estão arrependidos e demonstrar que no dia 20 de abril de 97 o crime praticado foi de lesão corporal seguida de morte.
31527	0	Apenas um motorista de caminhão, dos quatro assaltados, registrou queixa do roubo.
30247	0	OUÇA TAMBÉM NO SPOTIFY!
32338	0	"POLÍTICA Isadora diz que já foi procurada ""por muitos partidos"" políticos e que frequentemente pessoas a incentivam a se candidatar."
32010	0	Os juros cobrados no rotativo do cartão de crédito chegaram a 414,3% ao ano em setembro, segundo dados divulgados nesta terça-feira (27) pelo Banco Central.
33207	0	"""O acidente não terminou, está vivo ainda."
32214	0	Procurada, a Controladoria Geral de Disciplina não havia se manifestado até a publicação desta reportagem.
33290	0	Até o momento não há relatos de impacto na produção de petróleo e derivados.
32034	0	No acumulado de 2015, a retração já é de 12,6%.
30112	0	“Vivemos acuados e amedrontados.
33212	0	"Infográfico: Dano ambiental ABROLHOS A ministra Izabella Teixeira afirmou ser possível recuperar o rio Doce, mas que isso será feito ""num compromisso de longo prazo""."
33008	1	O cronograma da Fatec São Paulo, que também sofreu paralisação, será divulgado após o dia 10 (quinta-feira) --os alunos dessa faculdade estão em greve há três meses.
31423	1	De acordo com a CET, o ato começou nas proximidades do terminal, que chegou a ser fechado pelos manifestantes por alguns minutos, e seguiu ao longo da avenida Mateo Bei até se concentrar na praça Felisberto Fernandes da Silva.
32852	0	"17/03/2004 - 08h29 A prefeitos, Lula diz estar ""calejado"" para conviver com crítica Publicidade EDUARDO SCOLESE FERNANDA KRAKOVICS da Folha de S.Paulo O presidente Luiz Inácio Lula da Silva declarou ontem no encontro dos prefeitos do país, em Brasília, que, pelo fato de ter feito ""tantas críticas aos outros"" enquanto esteve no papel de oposição, hoje está ""calejado para conviver democraticamente"" com elas."
32141	0	A polícia não descarta a hipótese de crime político.
31959	0	A proporcionalidade da reação, no entanto, tem que ser analisada em cada situação específica.
30959	0	Vinte e um anos depois das memoráveis mobilizações pelo impeachment, vejo a juventude voltar às ruas e mostrar a sua indignação.
31379	0	Os PMs decidiram tentar reverter a decisão judicial.
32759	0	De acordo com a SPTrans (empresa que gerencia o transporte municipal), os ônibus circulavam normalmente na manhã desta quinta-feira (14)
30236	0	O que justifica a popularidade da direita representada pelo bom desempenho do deputado Jair Bolsonaro, do PSL, nas pesquisas eleitorais?
30434	0	Agora o processo está mais transparente.
32355	0	"Na nova escola, ela ainda é vista como ""a garota do Diário de Classe""."
31875	0	"Ele também pediu que ""as condições de vida dos detentos sejam dignas de pessoas humanas""."
32210	0	O major do Copor de Bombeiros Luiz Onofre, 44, um dos oficiais que respondem a processo, disse se sentir perseguido pela gestão Cid.
32857	0	"Lula disse que o dinheiro não chega de ""cegonha"" e que os cortes no Orçamento são ""angustiantes"" não só para os prefeitos, mas também para sua equipe de ministros."
32721	0	No final da tarde, o superintendente se reuniu com uma comissão de sem-terra para negociar.
32063	0	Luiz Antonio Queiroz, presidente do Sindiviários, que representa a categoria, disse que a orientação é priorizar a segurança, a fluidez e a educação.
30560	0	A ação dos militares vai durar dez dias.
31523	0	As viaturas tiveram de se deslocar de Registro e de Miracatu para atender a ocorrência.
31680	0	"""A cidade não precisa de 18 vereadores."
31951	0	"""Acho que eles [sem-terra] mesmos atiraram entre si."
32688	0	"""Toda obra de arte, quando é boa, pode ser considerada transgressora"", responde Takla."
31598	0	Mas, ontem, segundo a assessoria de imprensa do Transurb, cada empresa conseguiu empréstimos junto a bancos _sem ajuda alguma da administração municipal.
30645	0	Ela questionou a ordem e não teve mais conversa.
30087	0	O zumbido diário do drone da PF é mais um dos barulhos da nova rotina que varreu o sossego das ruas do Jardim Santa Cândida, um arborizado e outrora tranquilo bairro num dos extremos de Curitiba, bem na divisa com Colombo.
30749	0	"""Foi uma injeção de ânimo no movimento"", disse a professora Edna Magalhães Nacimento, presidente da Adufpi (sindicato dos professores da Universidade Federal do Piauí), que organizou a ida da deputado."
32346	0	"Sobre Michel Temer, diz que ""ele não é nenhum santo, mas pode ajudar a economia""."
32725	0	Eles não aceitam os terrenos oferecidos pelo governo em troca da desocupação pacífica.
30751	0	"É como uma ""quarentena"", antes de eles serem misturados aos demais."
32663	1	Apesar do assassinato recente dos prefeitos Celso Daniel, de Santo André, e Antonio da Costa Santos, de Campinas, o governador de São Paulo disse que não reforçou sua segurança nem a de sua família.
30168	0	Ele disse que a visita da caravana a Maceió tem o objetivo de apresentar alternativas para evitar a transposição do rio.
32335	0	A adolescente virou notícia em 2012, quando estava na sétima série, depois de relatar na internet problemas de infraestrutura em sua escola, como fechaduras estragadas e tomadas desprotegidas.
33014	0	Ao todo serão 48 testes sobre as seguintes disciplinas: história, química, inglês, matemática, física, geografia, biologia e português, além da redação.
30248	0	O ‘Estadão Notícias’ é um dos poucos podcasts disponibilizados na plataforma de streaming Spotify.
30561	0	"""Não vamos substituir nenhuma função das polícias."
30377	0	A Polícia Militar teve de mandar reforço para a área.
32340	0	"Mas não é meu foco""."
31074	0	Embora pelo menos um desses episódios tenha o protagonismo da esquerda, as grande novidade nesses conflitos são a emergência e a força do ativismo da nova direita que, num primeiro olhar, parece surpreendente e até fora do lugar.
31957	0	"Segundo o presidente nacional da entidade, Luiz Antônio Nabhan Garcia, reunidos, os líderes do setor vão cobrar das autoridades ""o fim de atos de vandalismo"" promovidos pelos sem-terra e ""mostrar a força do agronegócio no país""."
32715	0	Os líderes dos movimentos disseram que só deixarão o local se tiverem seus pedidos atendidos.
33037	1	A Polícia Militar disse que os manifestantes fazem parte da União dos Sem-Teto da Favela, mas não soube informar o número de pessoas que participam do protesto.
31817	0	Na segunda (1º), um juiz do Distrito Federal liberou o uso de instrumentos similares aos de tortura para liberar escolas da capital.
33092	0	O diretor do sindicato patronal, Jorge Castro, confirmou o acordo com os trabalhadores, mas ressaltou que os benefícios concedidos estão além das possibilidades das empresas.
32347	0	"""Se alguma coisa acontecer, estou disposta a ir às ruas novamente"", afirma ela, que considera a Operação Lava Jato ""um patrimônio do povo brasileiro""."
32701	0	"A deputada federal, que teve o educador Paulo Freire, autor de ""Pedagogia do Oprimido"" e referência em educação à frente de sua Secretaria de Educação entre 1989 e 1991, afirmou que, se eleita, vai ""resgatar o que o Paulo Freire nos deixou, os avanços e as conquistas daquela época""."
32696	0	"""O musical faz uma atualização da imagem de Cristo, mas é uma ficção que deve ser lida como tal"", diz."
30114	0	Ressaltamos que não existe aqui qualquer manifestação de posicionamento ideológico.
31617	0	Moreira Filho foi morto com três tiros na cabeça quando saía de um campo de futebol próximo da garagem da viação VIP M'Boi-Mirim (zona sul de São Paulo).
30378	0	O juiz atendeu ao pedido de reintegração de posse feito pelos advogados do dono da fazenda, empresário Antonio Abdalla.
31801	0	Pouco antes das 19h, a tropa de choque chegou.
30969	0	"Tal como ontem, vi cartazes escritos: ""Não atirem contra meus sonhos""."
30566	0	Além da atuação das Forças Armadas no policiamento de Natal, Jungmann deu detalhes sobre a atuação de homens do exército dentro de presídios, anunciada por Temer na terça (17).
31234	0	Segundo a CPT, ocorreram mais de 380 invasões no ano passado.
31606	0	Um pouco mais cedo, policiais militares impediram o uso de um carro de som, alegando que havia necessidade de uma autorização do Ibama.
32070	0	As demais são de radares.
31463	0	A paralisação está marcada para sábado e domingo.
30550	0	Com agências internacionais Especial Saiba tudo sobre a guerra no Iraque
30235	0	Afinal, quem é o eleitor que integra o movimento que prega valores como família, pátria e liberdade religiosa ao mesmo tempo em que condena bandidos à pena de morte?
30388	0	Eles pediam melhorias nos hospitais públicos federais e a contratação de mais médicos para suprir substituir médicos temporários.
31677	0	No mês passado, os parlamentares aprovaram reajuste de 60% nos vencimentos, de R$ 5.000 para R$ 8.000.
32702	0	"Segundo ela, ""alguns avanços se perdera, outros foram mitigados"" pelas gestões seguintes."
32863	0	O discurso improvisado do presidente, na prática, se transformou numa resposta de Lula.
30792	0	"Qual é o efeito dessa mensagem?"""
30171	0	Durante toda a manhã, a Caravana em Defesa do Rio São Francisco expôs estudos técnicos que criticam a transposição do Velho Chico e dizem este não é o meio mais eficaz de se acabar com a seca no Nordeste.
30966	0	É como se tivesse sido aberta uma panela de pressão e de dentro saíssem todas as demandas não resolvidas e as insatisfações com a forma de governar o país.
30448	0	De acordo com o delegado Ronaldo Oliveira, titula da DRFA, foram apreendidos na favela oito motos roubadas, além de drogas e armas.
32648	0	A desocupação aconteceu depois de reunião entre o Ministério do Desenvolvimento Agrário e o Ministério da Fazenda, em Brasília, que demonstrou a disposição do governo federal em liberar R$ 16 milhões para o custeio da safra do ano que vem.
32280	0	E profetizou que seria lembrado pela plateia assim que a Polícia Federal agisse.
33179	0	"""Tenho mais de 60 anos."
31510	0	De acordo com a empresária de Gonçalves, Márcia Martins, o ator estava com os amigos Gonçalo Diniz e Pedro Gorgia, ambos do elenco da peça, no restaurante.
32486	0	Também tiveram reajuste revogado o trem, o metrô e as barcas, que são concessões estaduais.
32331	0	"""A troca de colégio foi um choque de realidade."
32689	0	"""Só que 'Jesus Cristo Superstar' trata do tema com delicadeza e extremo respeito à Bíblia"", diz o diretor, que se declara católico."
32024	0	Em setembro de 2014, esse índice era de 3,5%.
32215	0	'MILÍCIA' No dia do primeiro turno, a PM fez 59 detenções por suspeitas de crimes eleitorais –48 supostamente praticados pela coligação de Camilo, e 11, pela de Eunício.
31930	0	Extremamente técnico e muito sério, ele é apreciado pelo mercado financeiro, que credita também a ele a recuperação da companhia.
33299	0	O estado de greve já foi aprovado em assembleias realizadas pelos sindicatos filiados à FUP há mais de um mês, portanto, a greve pode ser comunicada a qualquer momento.
31277	0	18/12/2000 - 18h01 Secretaria não transfere presos para outros Estados Publicidade da Folha Online A Secretaria da Administração Penitenciária informou que não transfere presos para outros Estados.
32200	0	O grupo gravou um vídeo no primeiro turno em apoio a Sousa, eleito deputado estadual com votação recorde.
32694	0	E torna-se mito, como em outras versões.
30092	0	Com ele vieram o comércio clandestino, a cantorias, os gritos de ordem, o futebol nas ruas, a constante presença policial, os bloqueios de tráfego e a quebra da rotina.
32747	0	Nunca o ambiente foi tão favorável a isso, dada a abrangência e poder dessas redes.
33217	0	30 METROS DE LAMA O rejeito, que contaminou praticamente todo o rio Doce, chegou no fim de semana ao mar do Espírito Santo.
33210	0	"""Cada vez que vejo a área fico mais estarrecida."
32399	0	O juiz do Departamento de Inquéritos Policiais não respondeu ligação feita pela Folha para seu gabinete no final da tarde.
31380	0	Enquanto isso não ocorrer, no entanto, ela será cumprida.
32356	0	"""Quando levantam polêmicas na aula sempre querem que eu participe."
30451	0	Para a polícia, a favela contava com reforço de traficantes de Manguinhos, na zona norte do Rio.
33196	0	Por isso, foi alvo de críticas, e chegou a receber ofensas no Facebook.
32115	0	O motorista afirma ter presenciado a conversa de três policiais conhecidos por Parga, Arruda e Pinho antes da ação.
30436	0	O juiz adverte ainda à Funai, que deverá fiscalizar a liberação de recursos do convênio com a Vale.
30286	0	Nem os jogadores, nem o técnico Robertinho também não quiseram falar sobre o assunto.
32164	0	Hoje serão ouvidas 19 testemunhas de defesa e quatro de acusação.
32218	0	"Na saída, disse que a detenção era reflexo da ""milícia que começa a tomar posse do aparelho de segurança do Ceará""."
32931	0	Você também pode acompanhar ao vivo as manifestações pelo liveblog da Folha .
30464	0	Do lado de fora, outros manifestantes foram dispersados pela Polícia Militar com gás de pimenta.
31471	0	Policiais de SP querem aumento salarial, mas rejeitam protestos
